symbol,roa,roe,mce,niev,aegr,afcf,inc,avrt,wacc,ytd,exp_rat,debt / assets,inc / earn
VRSN,0.37,-0.51,-17.43,0.04,11.51,-4.14,['1995'],0.12,-0.13,7.03,0.35,0.9,0.1
VRSK,0.09,0.25,10.24,0.02,9.01,-7.43,['1971'],0.22,0.14,5.95,0.62,0.3,0.11
VRNT,0.01,0.02,2.65,0.01,-160.07,31.94,['1994'],0.02,0.03,50.3,0.92,0.17,0.37
VRNS,-0.16,-0.57,3.61,-0.05,73.09,123.06,,-0.44,-0.31,-5.37,1.25,0.2,-0.1
VRNA,-0.4,-0.5,5.05,-0.07,49.91,-8.99,,-0.65,-0.63,-7.84,2.44,0.03,-0.01
VRML,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VRIG,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VREX,0.0,0.0,1.76,0.02,-215.75,-231.52,,0.0,0.04,inf,0.91,0.38,0.56
VRCA,-0.41,-0.76,2.18,-0.49,23.38,-11.22,,-0.79,-0.79,-9.17,3.58,0.0,-0.14
VRAY,-0.34,-0.62,4.84,-0.13,16.36,26.32,,-0.65,-0.47,-6.24,2.48,0.17,-0.04
VRA,0.03,0.05,0.37,0.15,12.3,92.35,['1982'],0.06,0.06,17.27,0.95,0.0,0.01
VOXX,-0.03,-0.04,0.68,-0.09,-142.43,-418.86,['1960'],-0.05,-0.04,-20.4,0.98,0.02,0.19
VONV,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VONG,0.0,0.0,0.0,0.0,0.0,0.0,['1940'],0.0,0.0,10.0,0.0,0.0,0.0
VONE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VOD,-0.01,-0.03,0.56,0.07,521.19,-11.86,['1984'],-0.02,0.0,-50.0,0.88,0.32,0.37
VNQI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VNOM,0.01,0.02,3.14,0.02,-237.83,34.82,,0.02,0.03,50.3,0.39,0.26,0.12
VNET,-0.04,-0.12,0.1,0.68,418.9,-66.75,['1999'],-0.1,-0.05,-10.5,0.98,0.28,2.51
VNDA,0.1,0.12,1.19,0.06,106.88,-21.89,,0.16,0.16,7.85,0.84,0.0,0.0
VMBS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VLRX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VLGEA,0.03,0.07,0.85,0.09,4.0,-7.61,['1937'],0.06,0.06,17.27,0.98,0.07,0.1
VKTXW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VKTX,-0.14,-0.15,1.55,-0.18,36.43,-21.6,,-0.22,-0.22,-6.75,inf,0.0,-0.0
VIVO,0.11,0.17,4.21,0.05,48.76,-13.68,['1976'],0.2,0.17,6.7,0.68,0.13,0.02
VIVE,-1.2,-4.34,0.3,-4.95,-20.96,53.96,,-3.37,-2.47,-25.0,4.35,0.2,-0.05
VIRT,0.04,0.24,1.66,0.19,-451.58,78.99,,0.16,0.08,7.05,0.6,0.16,0.0
VIRC,-0.03,-0.09,1.42,-0.22,45.62,-140.91,['1950'],-0.08,-0.13,-13.8,1.01,0.11,-0.47
VIIX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VIGI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VICR,0.09,0.11,5.46,0.02,62.55,45.17,['1981'],0.14,0.14,8.54,0.85,0.0,0.0
VICL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VIAV,0.02,0.05,3.91,0.01,256.04,8.58,['1923'],0.04,0.03,25.3,0.86,0.34,0.13
VIAB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VIA,0.03,0.17,2.16,0.05,-216.04,254.39,['1999'],0.12,0.01,8.43,0.99,0.38,2.26
VGSH,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VGLT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VGIT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VETS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VERU,-0.26,-0.44,2.78,0.02,-43.63,64.95,['1971'],-0.48,-0.44,-6.48,1.09,0.05,-0.9
VERI,-0.38,-0.94,2.68,-0.33,8.72,-858.03,,-0.85,-0.25,-3.68,1.4,0.39,-0.01
VEON,0.02,-0.08,1.33,0.87,-147.54,3.57,['1992'],-0.02,0.08,-49.2,0.81,0.42,0.47
VECO,-0.13,-0.28,2.23,0.03,-193.44,19.56,['1945'],-0.27,-0.14,-5.1,0.9,0.26,0.5
VEACW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VEACU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VEAC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VCYT,-0.09,-0.12,1.67,-0.04,82.77,12.91,,-0.15,,,1.27,,-0.0
VCTR,0.09,0.23,2.32,0.13,68.65,-27.45,,0.2,0.1,6.0,0.54,0.44,0.06
VCSH,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VCNX,-3.25,0.68,1.93,-1.56,-7.98,1.17,,-2.91,-2.74,-27.74,25.99,0.02,-0.04
VCLT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VCIT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VCEL,-0.04,-0.05,5.87,-0.01,-157.24,-87.76,['1989'],-0.06,-0.06,-17.27,1.05,0.0,-0.0
VC,0.03,0.11,8.11,0.01,-136.84,-193.82,,0.08,0.06,13.1,0.97,0.16,0.1
VBTX,0.01,0.08,1.21,0.09,67.0,-34.25,,0.05,0.03,20.3,0.46,0.1,0.0
VBLT,-0.44,-0.57,0.18,-3.22,14.35,-6.39,,-0.72,-0.72,-8.59,40.06,0.0,
VBIV,-0.37,-0.51,1.04,-0.47,7.14,7.35,['1901'],-0.62,-0.49,-6.51,108.82,0.14,-0.08
VBFC,0.01,0.14,1.29,0.15,61.35,-2977.25,['1999'],0.08,0.07,13.2,0.58,0.02,0.0
VALX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
UXIN,-0.6,-0.54,-0.69,-0.14,-15.11,17.34,,-0.87,-1.96,-20.75,1.17,0.65,-0.15
UVSP,0.01,0.09,1.07,0.11,32.36,4.4,['1876'],0.06,0.05,17.17,0.59,0.03,0.0
UTSI,-0.06,-0.1,2.23,-0.04,82.83,163.38,['1991'],-0.11,-0.11,-10.19,1.33,0.0,
UTMD,0.14,0.15,3.18,0.04,-3.45,-7.16,['1978'],0.22,0.22,6.75,0.61,0.0,0.0
UTHR,0.09,0.11,3.06,0.04,-239.31,-133.48,['1996'],0.14,0.12,8.34,0.59,0.15,0.03
USOI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
USMC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
USLV,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
USLM,0.1,0.11,2.75,0.05,23.98,-55.55,['1950'],0.16,0.16,7.85,0.75,0.0,0.01
USLB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
USIG,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
USEG,-0.18,-0.26,0.93,-0.14,317.03,-298.0,['1966'],-0.31,-0.31,-6.33,1.2,0.0,-0.05
USCR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
USAU,-0.63,-0.67,1.19,-0.49,37.89,-13.91,,-0.97,-0.97,-10.73,inf,0.0,0.0
USATP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
USAT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
USAP,-0.01,-0.01,0.3,-0.01,-233.82,-168.17,['1994'],-0.02,-0.01,-50.1,1.04,0.2,-0.36
USAK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
URGN,-0.81,-3.98,19.99,-0.66,15.81,-18.41,,-2.8,-2.8,-28.36,2.92,0.0,0.0
URBN,0.07,0.12,1.53,0.12,8295.96,154.25,['1970'],0.13,0.13,8.99,0.91,0.0,0.0
UPLD,-0.05,-0.17,0.7,-0.26,115.04,-41.66,,-0.14,-0.04,-7.54,1.04,0.51,-2.35
UPL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
UONEK,0.03,0.22,1.04,0.14,-549.71,-14.42,['1980'],0.14,0.09,8.04,0.73,0.65,0.55
UONE,0.03,0.22,0.87,0.17,0.0,-14.42,['1980'],0.14,0.09,8.04,0.0,0.65,0.55
UNTY,0.01,0.15,1.47,0.12,20.21,20.54,['1991'],0.08,0.06,13.1,0.45,0.02,0.0
UNIT,-0.03,0.06,-0.81,0.07,-2308.9,-189.06,,0.0,0.15,inf,0.5,1.06,0.82
UNFI,-0.01,-0.05,1.51,0.09,-30.6,64.5,['1976'],-0.04,0.01,-24.9,0.99,0.28,0.38
UNB,0.01,0.14,1.3,0.12,24.56,-44.76,['1891'],0.08,0.07,13.2,0.67,0.01,0.0
UNAM,-0.06,-0.23,0.23,-0.9,171.49,-25.71,['1969'],-0.18,-0.18,-7.36,1.27,0.0,0.0
UMRX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
UMPQ,-0.0,-0.06,1.59,0.1,-215.29,-311.33,['1953'],-0.03,-0.03,-33.63,0.55,0.01,0.0
UMBF,0.01,0.1,1.3,0.09,21.81,-21.04,['1913'],0.06,0.06,17.27,0.65,0.01,0.0
ULTI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ULTA,0.15,0.37,15.79,0.04,130.92,-8.18,['1990'],0.34,0.34,6.34,0.85,0.0,0.0
ULH,0.05,0.22,3.32,0.07,17.76,112.6,['1932'],0.16,0.09,7.15,0.94,0.32,0.11
ULBI,0.07,0.08,0.65,-0.0,-61.03,270.04,['1990'],0.11,0.1,10.09,1.0,0.12,0.62
UIHC,-0.02,-0.12,0.04,-4.42,-3405.92,-290.71,['1999'],-0.08,-0.04,-12.9,1.12,0.06,-0.13
UHAL,0.04,0.13,0.19,0.98,47.09,-530.21,['1945'],0.11,0.07,9.79,0.71,0.31,0.1
UGLD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
UG,0.35,0.41,5.59,0.08,6.59,0.98,['1942'],0.55,0.55,7.32,0.59,0.0,0.0
UFPT,0.07,0.1,4.53,0.02,8.17,39.29,['1963'],0.12,0.09,9.23,0.9,0.21,0.0
UFCS,0.0,0.0,0.86,0.11,-359.47,79.64,['1946'],0.0,0.0,inf,0.91,0.02,0.03
UEPS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
UEIC,0.03,0.05,1.03,0.02,268.93,1.94,['1986'],0.06,0.06,17.27,0.96,0.0,0.03
UDBI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
UCTT,0.04,0.09,1.78,0.08,-332.41,-29.35,['1991'],0.08,0.06,13.1,0.9,0.26,0.12
UCFC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
UCBI,0.01,0.11,1.95,0.07,21.53,8.92,['1950'],0.06,0.05,17.17,0.5,0.01,0.0
UCBA,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
UBX,-0.51,-0.83,2.19,-0.47,-4.51,15.48,['1967'],-0.92,-0.66,-7.69,12.84,0.15,-0.06
UBSI,0.01,0.08,1.23,0.06,13.27,13.69,['1982'],0.05,0.04,20.4,0.54,0.03,0.0
UBSH,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
UBOH,0.01,0.11,0.51,0.23,19.15,-16.99,['1904'],0.06,0.05,17.17,0.7,0.02,0.0
UBNT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
UBNK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
UBIO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
UBFO,0.01,0.1,1.0,0.08,-6.67,-9.75,['1987'],0.06,0.05,17.17,0.61,0.01,0.0
UBCP,0.01,0.11,1.25,0.11,31.55,-11.02,['1902'],0.06,0.05,17.17,0.62,0.03,0.0
UAE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TZOO,0.02,-1.65,-17.96,0.01,-180.23,-270.36,['1998'],-0.8,,,1.02,,
TZACU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TYPE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TYME,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TYHT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TXRH,0.08,0.16,6.45,0.04,204.33,20.6,['1993'],0.16,0.15,7.75,0.91,0.04,0.01
TXN,0.3,0.59,12.15,0.05,13.43,-0.89,['1930'],0.6,0.4,5.67,0.51,0.29,0.02
TXMD,-0.83,-4.3,-20.49,-0.09,10.32,-6.39,,-2.98,,,2.46,,-0.18
TWOU,-0.12,-0.21,0.6,-0.39,165.23,-214.33,,-0.22,-0.08,-5.35,1.15,0.4,-0.36
TWNKW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TWNK,0.03,0.06,2.08,0.03,750.63,-10.69,['1919'],0.06,0.05,17.17,0.83,0.31,0.2
TWMC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TWLVW,-1.96,97.4,0.0,0.0,0.0,0.0,,46.74,46.74,467.42,0.0,0.0,0.0
TWLVU,-1.96,97.4,0.0,0.0,0.0,0.0,,46.74,46.74,467.42,0.0,0.0,0.0
TWLVR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TWLV,-0.0,-0.22,-80.84,0.0,0.0,-99.94,,-0.11,-0.11,-10.19,0.0,0.0,0.0
TWIN,-0.05,-0.1,1.01,0.06,-208.55,236.89,['1918'],-0.1,-0.07,-10.7,0.96,0.12,0.23
TVTY,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TVIX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TUSK,-0.03,-0.05,0.61,-0.36,-34.37,-33759.69,,-0.06,-0.04,-17.07,1.55,0.12,-0.05
TUSA,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TUR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TUES,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TTS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TTPH,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TTOO,-1.07,-1.08,-21.92,-0.17,-0.04,1.67,,-1.61,0.78,7.18,2.53,0.79,-0.15
TTNP,-1.43,-4.92,1.74,-0.98,13.78,22.94,['1992'],-3.89,,,7.13,,
TTMI,0.04,0.08,1.11,0.03,61.43,19.65,['1978'],0.08,0.07,13.2,0.94,0.31,0.35
TTGT,0.05,0.07,5.77,0.0,-21.01,-35.33,['1999'],0.08,0.03,12.8,0.86,0.57,0.03
TTEK,0.08,0.16,6.76,0.03,19.8,-15.68,['1966'],0.16,0.15,7.75,0.89,0.08,0.05
TTEC,0.06,0.21,4.25,0.06,62.67,-11.63,['1982'],0.16,0.07,6.95,0.9,0.4,0.05
TTD,0.07,0.18,16.22,0.01,34.48,27.4,,0.16,0.16,7.85,0.9,0.0,0.01
TST,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TSRO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TSRI,0.02,-0.01,1.08,0.44,-438.44,-128.06,['1969'],0.02,,,0.99,,0.11
TSLA,0.01,-0.03,5.62,0.03,156.71,-77.47,,-0.0,0.01,-inf,0.88,0.07,0.05
TSG,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TSEM,0.06,0.08,2.9,0.03,13.36,-167.03,['1993'],0.1,0.1,11.0,0.89,0.05,0.05
TSCO,0.13,0.4,12.71,0.04,23.98,13.21,['1938'],0.33,0.23,5.33,0.89,0.13,0.02
TSCAP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TSC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TSBK,0.02,0.13,1.4,0.1,19.45,-6.11,['1915'],0.08,0.08,13.3,0.48,0.0,0.0
TRVN,-0.47,-0.66,9.21,-0.09,24.84,-12.97,,-0.8,,,92.65,,-0.0
TRVG,-0.07,-0.09,0.62,0.02,-604.69,818.71,,-0.12,,,0.97,,0.04
TRUP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TRUE,-0.03,-0.04,0.74,-0.16,-98.57,214.61,,-0.05,-0.05,-20.5,1.14,0.0,
TRST,0.01,0.11,1.26,0.08,0.7,6.86,['1902'],0.06,0.06,17.27,0.54,0.0,0.0
TRS,0.03,0.06,1.85,0.05,-111.45,26.97,['1986'],0.06,0.05,17.17,0.88,0.3,0.14
TRPX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TROV,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TRNS,0.06,0.12,7.04,0.02,18.52,22.97,['1964'],0.12,0.08,9.13,0.93,0.26,0.05
TRNC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TRMT,,,,,,,,,,,,,
TRMK,0.01,0.09,1.28,0.07,-0.32,57.2,['1889'],0.06,0.05,17.17,0.71,0.01,0.0
TRMD,0.02,0.04,2.15,-0.02,-257.35,-200.39,['1889'],0.04,0.04,25.4,0.99,0.4,6.59
TRMB,0.06,0.13,3.67,0.03,28.01,-15.86,['1978'],0.12,0.1,9.33,0.84,0.18,0.11
TRIP,-0.02,-0.08,3.5,-0.05,-122.22,-265.73,,-0.06,-0.01,-16.77,1.15,0.36,-0.34
TRIL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TRIB,-0.1,-1.63,-160.08,0.02,-53.57,145.68,['1992'],-0.91,,,0.9,,0.53
TRHC,-0.14,-0.6,1.87,-0.76,38.63,-378.93,,-0.44,-0.04,-2.67,1.21,0.7,-0.13
TREE,0.03,0.09,0.65,0.24,-231.81,-1228.85,['1996'],0.08,-2.43,-11.8,1.0,0.37,206.46
TRCH,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TRCB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TQQQ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TPNL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TPIV,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TPIC,-0.05,-0.36,4.06,-0.32,120.7,43.15,['1968'],-0.23,-0.16,-5.95,1.04,0.01,-0.22
TOWN,0.01,0.09,1.24,0.09,18.86,-479.74,['1998'],0.06,0.05,17.17,0.58,0.02,0.0
TOUR,-0.15,-0.34,0.09,-1.12,89.47,71.12,,-0.32,-0.31,-6.22,1.43,0.01,-0.04
TOTAU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TORC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TOPS,-0.03,-0.09,0.96,0.1,-16.87,3.3,,-0.08,-0.0,-12.5,0.72,0.27,0.44
TOCA,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TNXP,-0.96,-1.28,0.87,-0.48,56.3,-37.31,1900,-1.6,-1.6,-16.62,inf,0.0,0.0
TNDM,-0.18,-0.28,5.8,0.01,-62.06,-389.97,,-0.32,-0.19,-5.03,0.97,0.31,0.27
TNAV,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TMUS,0.03,0.08,2.71,0.02,2.38,-282.59,['1994'],0.07,0.06,14.89,0.88,0.33,0.34
TMSR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TMDI,-3.64,-0.11,1.31,-0.32,1.42,1301.16,,-3.7,-3.7,-37.27,2.51,0.0,-0.0
TMCXW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TMCXU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TMCX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TLT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TLRY,-0.06,-0.07,0.41,-0.27,199.21,25.77,,-0.1,-0.08,-10.8,1.36,0.1,-0.17
TLND,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TLGT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TLF,-0.0,-0.01,0.0,0.0,-37.78,-272.65,['1919'],-0.0,0.0,-inf,0.96,0.0,0.0
TKKSU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TIVO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TITN,0.03,0.07,1.8,0.08,98.16,-111.23,['1980'],0.06,0.06,17.27,0.95,0.07,0.06
TISA,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TIPT,0.01,0.03,1.2,0.08,0.0,44.06,,0.02,0.05,50.5,0.0,0.11,0.36
TILE,0.02,0.07,1.8,0.08,-103.34,-9.89,['1973'],0.06,0.05,17.17,0.91,0.38,0.27
TIBRW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TIBRU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TIBR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
THST,-0.02,-0.06,0.21,-0.31,336.47,-2068.9,,-0.05,,,0.98,,0.21
THRM,0.07,0.11,3.67,0.04,31.77,-9.35,['1991'],0.12,0.12,9.53,0.89,0.04,0.02
THFF,0.01,0.09,1.07,0.08,4.5,7.83,['1834'],0.06,0.06,17.27,0.63,0.0,0.0
TGTX,-1.12,-3.43,4.92,-0.3,28.62,-22.83,1993,-2.84,-2.2,-22.35,52.54,0.18,-0.02
TGLS,0.06,0.15,5.62,0.05,118.14,-922.11,['1984'],0.14,0.1,8.14,0.76,0.32,0.08
TFSL,0.01,0.05,2.26,0.02,-1.66,4.34,['1938'],0.04,0.03,25.3,0.63,0.05,0.0
TESS,-0.03,-0.09,0.58,-0.06,-205.83,-79.64,['1982'],-0.08,-0.05,-13.0,1.01,0.21,-0.25
TERP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TENX,-2.17,-3.15,0.82,-9.34,90.07,-20.08,['1967'],-3.74,,,inf,,-0.0
TENB,-0.11,-0.53,19.09,-0.01,-4.31,-98.79,,-0.38,-0.13,-3.93,1.06,0.29,-0.2
TELL,-0.4,-0.89,3.04,-0.09,4.66,22.06,,-0.84,-0.72,-8.39,2.58,0.09,-0.08
TEDU,-0.35,0.63,-0.04,-8.25,3.82,59.92,,-0.03,-0.03,-33.63,1.15,0.0,
TECH,0.09,0.12,7.77,0.02,64.55,-12.85,['1976'],0.15,0.14,8.07,0.73,0.11,0.04
TECD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TEAM,-0.18,-1.48,93.76,-0.02,13.92,-18.5,,-0.92,-0.22,-3.29,1.04,0.3,-0.24
TDIV,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TDACW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TDACU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TDAC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TCX,0.03,0.12,3.02,0.01,-38.13,-162.83,['1992'],0.09,0.04,11.51,1.02,0.35,-0.62
TCRD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TCPC,0.04,0.09,0.94,0.17,62.7,-477.42,,0.08,0.06,13.1,0.31,0.53,0.35
TCON,-0.91,-3.29,2.51,-0.98,3.24,14.76,,-2.56,,,82.93,,-0.01
TCMD,0.02,0.02,1.33,-0.07,588.33,-241.37,['1995'],0.03,0.01,33.43,1.01,0.21,-0.3
TCGP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
TCFC,0.01,0.09,1.12,0.11,34.03,-12.36,['1950'],0.06,0.05,17.17,0.48,0.02,0.0
TCDA,-0.67,-203.39,48.79,-16.6,29.47,-1.52,,-102.36,-0.04,-0.41,inf,0.76,-0.12
TCCO,-0.22,-1.13,5.33,-0.59,-122.46,,['1961'],-0.78,-0.5,-6.28,2.08,0.06,-0.01
TCBK,0.01,0.09,1.59,0.07,28.9,-13.42,['1975'],0.06,0.06,17.27,0.52,0.01,0.0
TCBIW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
